CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT IN LITRES,Pressure (hg),Humidity (%),Crop Age (days),Irrigation Type,Soil Moisture (%),Pump Status
RICE,WET,HUMID,30.13029876,NORMAL,6,1011.083008,8,6,Manual Irrigation,49.6472107,On
TOMATO,DRY,DESERT,45.90406325,NORMAL,9.12,1013.268765,12,48,Drip Irrigation,26.86077431,On
COTTON,HUMID,HUMID,25.47009224,WINDY,5.65,1014.534164,9,8,Manual Irrigation,49.66365638,On
RICE,HUMID,HUMID,36.77767963,SUNNY,10.5,1013.110909,27,32,Manual Irrigation,16.37317136,On
RICE,DRY,HUMID,27.45161596,WINDY,13,1007.873331,25,50,Surface Irrigation,12.23350427,On
WHEAT,HUMID,SEMI ARID,49.80594595,WINDY,11.1,1012.987546,20,59,Manual Irrigation,34.01872136,On
BEAN,DRY,SEMI ARID,28.36603593,SUNNY,10.1,1024.071762,34,93,Manual Irrigation,18.95939059,On
BANANA,DRY,SEMI ARID,35.25024271,NORMAL,9.98,1017.482823,43,66,Drip Irrigation,34.66032517,On
RICE,WET,SEMI ARID,33.43633747,SUNNY,12,1015.794371,8,58,Manual Irrigation,15.78609311,On
RICE,WET,DESERT,23.11312076,NORMAL,11,1024.326134,42,80,Manual Irrigation,16.62421108,On
RICE,HUMID,HUMID,39.77343211,NORMAL,9,1005.690813,12,3,Manual Irrigation,42.28664172,On
MAIZE,DRY,SEMI HUMID,41.31501166,WINDY,8.86,1012.159303,4,46,Manual Irrigation,46.41152591,On
BANANA,DRY,SEMI HUMID,44.16376271,NORMAL,9.9,1019.28062,41,68,Drip Irrigation,34.38824173,On
RICE,WET,HUMID,43.59696176,SUNNY,8.5,1002.075969,32,4,Manual Irrigation,48.05411002,On
WHEAT,HUMID,SEMI ARID,31.94749389,SUNNY,10.7,1016.122658,34,90,Manual Irrigation,25.36067074,On
WHEAT,HUMID,SEMI ARID,31.94749389,SUNNY,10.7,1016.122658,34,90,Manual Irrigation,25.36067074,On
SUGARCANE,DRY,DESERT,36.7323326,WINDY,13.4,1004.723245,7,47,Surface Irrigation,22.52797771,On
MAIZE,WET,DESERT,30.51961701,NORMAL,5.6,1024.646461,23,48,Manual Irrigation,49.68026049,On
MELON,HUMID,DESERT,49.66386076,SUNNY,9.18,1005.900198,27,43,Drip Irrigation,11.77193356,On
COTTON,HUMID,SEMI HUMID,29.41730773,SUNNY,7.1,1021.910524,36,16,Manual Irrigation,41.71480339,On
CABBAGE,DRY,DESERT,49.99592309,WINDY,9.6,1008.774391,24,36,Sprinkler Irrigation,31.39158879,On
BANANA,DRY,DESERT,41.36075395,NORMAL,11.75,1002.598984,32,105,Sprinkler Irrigation,31.16461779,On
RICE,WET,SEMI ARID,37.30006604,NORMAL,10.5,1013.795718,16,66,Manual Irrigation,26.55860735,On
COTTON,WET,DESERT,28.79102298,SUNNY,7.65,1013.371819,2,12,Manual Irrigation,43.13214066,On
SUGARCANE,DRY,DESERT,25.32663162,SUNNY,13,1008.079852,1,62,Surface Irrigation,19.36340532,On
WHEAT,HUMID,DESERT,26.81776852,SUNNY,10.6,1002.200151,32,62,Manual Irrigation,13.19564488,On
BANANA,HUMID,SEMI ARID,40.14495345,SUNNY,10.42,1001.151729,30,108,Sprinkler Irrigation,7.306336298,On
SUGARCANE,DRY,DESERT,30.41394235,NORMAL,12.4,1015.656121,15,32,Surface Irrigation,26.74930303,On
BANANA,DRY,SEMI HUMID,44.16376271,NORMAL,9.9,1019.28062,41,68,Drip Irrigation,34.38824173,On
BANANA,HUMID,DESERT,40.69948412,WINDY,10.5,1017.867558,6,96,Sprinkler Irrigation,18.6787892,On
SUGARCANE,DRY,SEMI HUMID,28.44668325,SUNNY,11,1002.806027,7,78,Manual Irrigation,11.96590941,On
BEAN,HUMID,HUMID,28.20353275,SUNNY,5.2,1003.516333,22,40,Manual Irrigation,37.99245818,On
WHEAT,WET,SEMI HUMID,49.36862127,WINDY,8.05,1007.907309,7,7,Manual Irrigation,36.74625208,On
BEAN,DRY,SEMI ARID,39.98919516,NORMAL,9.8,1014.335041,37,40,Manual Irrigation,29.92637582,On
CITRUS,DRY,DESERT,41.31283532,SUNNY,10.1,1024.8572,35,60,Sprinkler Irrigation,8.546801127,On
BEAN,DRY,HUMID,33.34996088,SUNNY,8,1006.301747,43,44,Manual Irrigation,38.07533715,On
SOYABEAN,DRY,SEMI ARID,29.5636019,WINDY,9.6,1013.611533,2,26,Sprinkler Irrigation,19.67476698,On
OTHER,WET,DESERT,38.34288081,WINDY,9.3,1014.727968,26,3,Manual Irrigation,24.80331412,On
COTTON,HUMID,SEMI HUMID,38.8400526,NORMAL,6.5,1019.702973,39,14,Manual Irrigation,44.33499348,On
SUGARCANE,DRY,HUMID,24.74863943,SUNNY,9.32,1012.382941,28,21,Manual Irrigation,34.85272617,On
RICE,DRY,HUMID,36.58741041,WINDY,14,1000.774265,3,53,Surface Irrigation,20.1300863,On
SUGARCANE,WET,DESERT,47.95204831,WINDY,10.4,1020.105073,25,74,Manual Irrigation,31.86202674,On
SUGARCANE,DRY,DESERT,25.32663162,SUNNY,13,1008.079852,1,62,Surface Irrigation,19.36340532,On
COTTON,HUMID,SEMI ARID,45.76037168,NORMAL,8.92,1019.043568,18,26,Manual Irrigation,42.08288206,On
BANANA,HUMID,HUMID,49.73119026,WINDY,6.2,1001.98124,41,70,Drip Irrigation,38.18087303,On
COTTON,DRY,SEMI ARID,38.85719138,SUNNY,11.4,1007.257092,49,34,Manual Irrigation,26.60613822,On
MAIZE,DRY,HUMID,32.04979553,WINDY,6.96,1016.165528,25,53,Manual Irrigation,36.41979636,On
RICE,WET,DESERT,23.39304711,WINDY,12,1006.706901,15,85,Manual Irrigation,34.38454986,On
SUGARCANE,WET,SEMI ARID,15.59556832,SUNNY,6.8,1008.89055,4,3,Manual Irrigation,49.88205201,On
MAIZE,DRY,DESERT,43.96439862,NORMAL,9.12,1005.371365,47,44,Manual Irrigation,17.72274393,On
SUGARCANE,WET,HUMID,33.91594219,WINDY,5.48,1009.636761,29,9,Manual Irrigation,44.81954308,On
RICE,DRY,SEMI HUMID,37.59635983,RAINY,7.5,1023.75528,7,13,Manual Irrigation,43.49890534,On
WHEAT,HUMID,DESERT,42.10376706,NORMAL,11.1,1023.231524,8,89,Manual Irrigation,33.70678616,On
MAIZE,DRY,HUMID,32.30147059,SUNNY,7.46,1011.696487,9,66,Manual Irrigation,36.87672434,On
SUGARCANE,DRY,SEMI HUMID,37.25083642,WINDY,11.4,1015.593835,36,66,Manual Irrigation,13.08411217,On
MUSTARD,DRY,SEMI ARID,33.95287639,SUNNY,9.08,1008.233838,42,25,Manual Irrigation,9.743090922,On
BANANA,DRY,SEMI ARID,49.44374552,SUNNY,12.4,1006.560402,43,113,Sprinkler Irrigation,33.33819019,On
RICE,HUMID,SEMI ARID,22.28511902,NORMAL,12.5,1005.710646,43,76,Surface Irrigation,13.12228986,On
SUGARCANE,DRY,DESERT,22.58231886,NORMAL,11.5,1017.901576,49,74,Manual Irrigation,41.7464802,On
RICE,HUMID,SEMI HUMID,48.98663953,NORMAL,12.5,1019.306007,22,58,Surface Irrigation,26.06348298,On
MAIZE,DRY,SEMI HUMID,45.5731136,SUNNY,9.36,1023.524145,24,51,Manual Irrigation,6.821523787,On
SUGARCANE,WET,HUMID,46.49627829,WINDY,6.48,1016.620194,42,18,Manual Irrigation,39.93474252,On
SUGARCANE,DRY,SEMI ARID,47.92463433,NORMAL,12.5,1017.2474,17,38,Surface Irrigation,24.38297593,On
COTTON,HUMID,HUMID,25.47009224,WINDY,5.65,1014.534164,9,8,Manual Irrigation,49.66365638,On
MAIZE,DRY,DESERT,32.20720334,NORMAL,8.12,1020.713256,19,36,Manual Irrigation,49.93928063,On
COTTON,WET,DESERT,43.09847583,WINDY,9.15,1018.174497,14,17,Manual Irrigation,10.26535072,On
RICE,DRY,HUMID,36.58741041,WINDY,14,1000.774265,3,53,Surface Irrigation,20.1300863,On
BEAN,DRY,SEMI ARID,47.95290024,WINDY,11.8,1012.610526,11,98,Manual Irrigation,10.75501477,On
SOYABEAN,DRY,SEMI HUMID,43.7771038,SUNNY,10.05,1013.182772,3,71,Sprinkler Irrigation,15.77862096,On
RICE,DRY,HUMID,31.98329078,NORMAL,13,1011.711531,50,80,Surface Irrigation,27.28403832,On
RICE,HUMID,DESERT,30.68399784,RAINY,7,1017.207325,22,5,Manual Irrigation,45.42725541,On
RICE,DRY,HUMID,33.96588005,SUNNY,14.5,1014.957652,12,65,Surface Irrigation,3.081232877,On
POTATO,DRY,SEMI ARID,19.30707967,SUNNY,9.3,1000.019738,48,39,Manual Irrigation,32.4366905,On
WHEAT,DRY,SEMI HUMID,34.82179491,WINDY,11.4,1024.66035,13,53,Manual Irrigation,27.32490565,On
SUGARCANE,DRY,HUMID,41.80224443,WINDY,10.7,1011.591895,4,69,Manual Irrigation,14.42882233,On
MAIZE,DRY,DESERT,32.20720334,NORMAL,8.12,1020.713256,19,36,Manual Irrigation,49.93928063,On
SUGARCANE,HUMID,DESERT,37.87703288,WINDY,11.25,1018.008073,0,62,Manual Irrigation,18.20887587,On
SUGARCANE,HUMID,DESERT,47.34473412,NORMAL,11.1,1009.887227,28,78,Manual Irrigation,4.651295252,On
MAIZE,WET,HUMID,43.74449847,WINDY,5.5,1006.198311,37,57,Manual Irrigation,38.73744701,On
RICE,WET,HUMID,26.80448733,SUNNY,6.5,1001.301146,27,3,Manual Irrigation,38.58894112,On
WHEAT,DRY,DESERT,44.61700676,NORMAL,13.6,1005.357502,42,75,Surface Irrigation,31.34745348,On
WHEAT,DRY,HUMID,34.89122715,WINDY,9.85,1014.858293,5,20,Manual Irrigation,34.05532647,On
SUGARCANE,HUMID,DESERT,47.34473412,NORMAL,11.1,1009.887227,28,78,Manual Irrigation,4.651295252,On
RICE,HUMID,HUMID,39.77343211,NORMAL,9,1005.690813,12,3,Manual Irrigation,42.28664172,On
COTTON,WET,HUMID,39.70290557,SUNNY,5.6,1018.139206,2,11,Manual Irrigation,41.97515795,On
TOMATO,DRY,SEMI ARID,46.54466993,WINDY,9.58,1018.615092,45,51,Drip Irrigation,16.98745516,On
BEAN,HUMID,HUMID,28.20353275,SUNNY,5.2,1003.516333,22,40,Manual Irrigation,37.99245818,On
RICE,WET,DESERT,38.78261594,NORMAL,12,1017.626582,11,40,Manual Irrigation,32.70352965,On
WHEAT,DRY,DESERT,32.47391984,NORMAL,12.4,1002.812603,34,43,Surface Irrigation,10.93741816,On
SUGARCANE,DRY,DESERT,41.40239136,WINDY,14.6,1021.781796,47,34,Surface Irrigation,9.307559419,On
SUGARCANE,HUMID,DESERT,37.87703288,WINDY,11.25,1018.008073,0,62,Manual Irrigation,18.20887587,On
COTTON,WET,SEMI HUMID,49.91671344,NORMAL,6.52,1010.041328,42,16,Manual Irrigation,39.96244876,On
SUGARCANE,WET,SEMI ARID,29.69414291,NORMAL,6.25,1003.196243,20,26,Manual Irrigation,35.65718876,On
MAIZE,WET,DESERT,26.64480231,WINDY,5.6,1007.731703,2,42,Manual Irrigation,40.27344926,On
BANANA,WET,SEMI HUMID,37.39477166,WINDY,6.5,1000.780339,21,56,Drip Irrigation,39.13732719,On
MUSTARD,DRY,SEMI ARID,40.77785787,WINDY,9.58,1015.303966,18,34,Manual Irrigation,26.62085442,On
SUGARCANE,DRY,HUMID,18.38167703,SUNNY,8.4,1008.711949,39,7,Manual Irrigation,44.64132619,On
SUGARCANE,DRY,DESERT,18.29499632,WINDY,11.54,1001.114251,10,97,Manual Irrigation,15.33693871,On
RICE,WET,SEMI ARID,15.79130793,SUNNY,10,1024.006659,25,3,Manual Irrigation,17.80352152,On
WHEAT,HUMID,SEMI HUMID,41.75145814,SUNNY,10.5,1008.21865,23,88,Manual Irrigation,18.38449645,On
BANANA,DRY,SEMI HUMID,39.33709557,WINDY,9.9,1010.239023,17,71,Drip Irrigation,18.0562127,On
MUSTARD,DRY,DESERT,47.40297787,WINDY,10.12,1012.928759,21,75,Manual Irrigation,17.8376876,On
TOMATO,DRY,SEMI ARID,42.86421011,SUNNY,10.08,1007.636106,34,96,Sprinkler Irrigation,10.14926841,On
SOYABEAN,HUMID,SEMI ARID,48.75574085,SUNNY,9.4,1011.729437,26,31,Sprinkler Irrigation,5.685272255,On
COTTON,HUMID,DESERT,30.1817105,WINDY,9.6,1023.557523,16,19,Manual Irrigation,17.81190598,On
RICE,HUMID,SEMI ARID,35.88439898,NORMAL,13.5,1006.828991,3,80,Surface Irrigation,18.3260236,On
WHEAT,HUMID,SEMI HUMID,33.34968067,WINDY,8.9,1001.991128,46,17,Manual Irrigation,34.56152136,On
POTATO,HUMID,DESERT,43.9116344,WINDY,10.5,1016.3066,9,65,Subsurface Irrigation,17.69337764,On
MAIZE,DRY,SEMI HUMID,34.74129876,SUNNY,8.36,1020.076891,46,64,Manual Irrigation,35.23169746,On
COTTON,DRY,SEMI HUMID,16.67786957,WINDY,7.8,1018.307519,43,16,Manual Irrigation,47.46634362,On
RICE,DRY,HUMID,33.96588005,SUNNY,14.5,1014.957652,12,65,Surface Irrigation,3.081232877,On
WHEAT,DRY,DESERT,44.22272894,RAINY,5.6,1000.85439,28,27,Manual Irrigation,33.55060823,On
SUGARCANE,DRY,SEMI HUMID,28.44668325,SUNNY,11,1002.806027,7,78,Manual Irrigation,11.96590941,On
RICE,WET,SEMI ARID,25.11331909,WINDY,10.5,1005.8621,15,89,Manual Irrigation,10.13033536,On
BANANA,DRY,DESERT,27.9926957,WINDY,10.75,1017.998988,37,113,Sprinkler Irrigation,19.43158287,On
SUGARCANE,DRY,DESERT,36.7323326,WINDY,13.4,1004.723245,7,47,Surface Irrigation,22.52797771,On
MELON,HUMID,DESERT,49.66386076,SUNNY,9.18,1005.900198,27,43,Drip Irrigation,11.77193356,On
COTTON,HUMID,DESERT,41.07636414,SUNNY,11,1008.442769,12,51,Manual Irrigation,7.406824543,On
COTTON,WET,SEMI ARID,37.55999824,SUNNY,7.8,1004.178358,23,13,Manual Irrigation,38.86453375,On
RICE,HUMID,DESERT,30.68399784,RAINY,7,1017.207325,22,5,Manual Irrigation,45.42725541,On
RICE,WET,DESERT,42.25000285,SUNNY,14.5,1021.754917,21,73,Surface Irrigation,18.28876427,On
COTTON,WET,DESERT,28.79102298,SUNNY,7.65,1013.371819,2,12,Manual Irrigation,43.13214066,On
WHEAT,DRY,DESERT,44.61700676,NORMAL,13.6,1005.357502,42,75,Surface Irrigation,31.34745348,On
MAIZE,WET,SEMI ARID,40.72636264,NORMAL,6.06,1021.466801,47,38,Manual Irrigation,36.27969305,On
COTTON,HUMID,SEMI HUMID,45.1897096,SUNNY,9,1013.002067,2,16,Manual Irrigation,43.01516213,On
SUGARCANE,WET,DESERT,38.34288081,WINDY,9.3,1013.6903,29,16,Manual Irrigation,28.93155762,On
SUGARCANE,DRY,DESERT,18.29499632,WINDY,11.54,1001.114251,10,97,Manual Irrigation,15.33693871,On
MAIZE,DRY,SEMI ARID,28.74688659,NORMAL,6.58,1006.766865,26,36,Manual Irrigation,49.79693823,On
MAIZE,DRY,HUMID,32.04979553,WINDY,6.96,1016.165528,25,53,Manual Irrigation,36.41979636,On
POTATO,WET,SEMI HUMID,27.56141763,SUNNY,5.9,1001.351191,41,9,Manual Irrigation,34.18131469,On
BANANA,HUMID,HUMID,49.73119026,WINDY,6.2,1001.98124,41,70,Drip Irrigation,38.18087303,On
WHEAT,DRY,DESERT,28.20664149,NORMAL,11.5,1003.349372,45,58,Manual Irrigation,24.61951013,On
MAIZE,HUMID,SEMI HUMID,46.35223838,WINDY,7.42,1023.288376,4,35,Manual Irrigation,44.45010103,On
COTTON,DRY,HUMID,49.91239789,SUNNY,10.15,1017.708101,41,83,Manual Irrigation,9.352662307,On
BEAN,HUMID,DESERT,34.91236436,SUNNY,8.9,1003.089312,35,48,Manual Irrigation,39.31579731,On
COTTON,HUMID,SEMI HUMID,33.6744099,WINDY,7.5,1004.066305,28,6,Manual Irrigation,36.76707515,On
MAIZE,DRY,HUMID,32.04979553,WINDY,6.96,1016.165528,25,53,Manual Irrigation,36.41979636,On
RICE,DRY,HUMID,10.53651571,NORMAL,11,1013.245226,18,60,Manual Irrigation,44.00497467,On
SUGARCANE,HUMID,HUMID,41.78552758,WINDY,8.32,1020.618079,22,25,Manual Irrigation,41.77753445,On
POTATO,DRY,SEMI HUMID,36.698343,NORMAL,8.8,1018.709381,35,33,Manual Irrigation,39.85650184,On
MAIZE,DRY,SEMI HUMID,45.5731136,SUNNY,9.36,1023.524145,24,51,Manual Irrigation,6.821523787,On
RICE,DRY,HUMID,36.58741041,WINDY,14,1000.774265,3,53,Surface Irrigation,20.1300863,On
SUGARCANE,DRY,SEMI ARID,44.70049105,WINDY,13.5,1005.174658,2,96,Surface Irrigation,16.63611108,On
WHEAT,DRY,SEMI ARID,10.69014482,WINDY,10.6,1017.242538,46,90,Manual Irrigation,23.37753207,On
COTTON,HUMID,HUMID,25.47009224,WINDY,5.65,1014.534164,9,8,Manual Irrigation,49.66365638,On
BANANA,HUMID,SEMI ARID,40.14495345,SUNNY,10.42,1001.151729,30,108,Sprinkler Irrigation,7.306336298,On
SUGARCANE,DRY,DESERT,30.41394235,NORMAL,12.4,1015.656121,15,32,Surface Irrigation,26.74930303,On
RICE,DRY,SEMI HUMID,37.59635983,RAINY,7.5,1023.75528,7,13,Manual Irrigation,43.49890534,On
RICE,HUMID,HUMID,36.77767963,SUNNY,10.5,1013.110909,27,32,Manual Irrigation,16.37317136,On
BANANA,HUMID,DESERT,34.02700887,SUNNY,10.2,1006.680247,8,119,Sprinkler Irrigation,27.91221598,On
SUGARCANE,HUMID,HUMID,29.14306505,SUNNY,6.8,1020.819477,17,1,Manual Irrigation,42.37024375,On
COTTON,DRY,DESERT,36.69979534,SUNNY,12.25,1011.343844,25,57,Manual Irrigation,11.62904536,On
WHEAT,HUMID,SEMI ARID,29.20220212,WINDY,9.1,1014.120479,32,28,Manual Irrigation,20.37893719,On
POTATO,HUMID,SEMI ARID,43.72973833,SUNNY,10.1,1006.423807,20,44,Subsurface Irrigation,16.068111,On
RICE,WET,HUMID,43.59696176,SUNNY,8.5,1002.075969,32,4,Manual Irrigation,48.05411002,On
SOYABEAN,HUMID,DESERT,46.82677517,SUNNY,9.85,1004.392881,46,48,Sprinkler Irrigation,19.98051012,On
WHEAT,DRY,DESERT,28.56984622,SUNNY,13,1016.787795,22,71,Surface Irrigation,10.98385522,On
TOMATO,DRY,SEMI ARID,42.86421011,SUNNY,10.08,1007.636106,34,96,Sprinkler Irrigation,10.14926841,On
COTTON,DRY,DESERT,36.69979534,SUNNY,12.25,1011.343844,25,57,Manual Irrigation,11.62904536,On
RICE,DRY,DESERT,31.3852983,RAINY,11,1002.844049,19,72,Manual Irrigation,29.79206517,On
COTTON,DRY,DESERT,29.97811453,SUNNY,11.35,1006.054897,23,49,Manual Irrigation,6.106884124,On
SUGARCANE,WET,SEMI ARID,40.00383711,SUNNY,9.84,1000.479323,8,9,Manual Irrigation,12.02760526,On
RICE,WET,HUMID,43.59696176,SUNNY,8.5,1002.075969,32,4,Manual Irrigation,48.05411002,On
OTHER,HUMID,SEMI ARID,39.97679217,WINDY,14.5,1014.579879,5,85,Manual Irrigation,22.3055794,On
COTTON,DRY,DESERT,29.97811453,SUNNY,11.35,1006.054897,23,49,Manual Irrigation,6.106884124,On
BANANA,DRY,DESERT,41.36075395,NORMAL,11.75,1002.598984,32,105,Sprinkler Irrigation,31.16461779,On
SUGARCANE,WET,HUMID,40.82377396,NORMAL,5.48,1017.383856,8,18,Manual Irrigation,48.12626409,On
RICE,DRY,HUMID,33.96588005,SUNNY,14.5,1014.957652,12,65,Surface Irrigation,3.081232877,On
RICE,HUMID,SEMI HUMID,34.2784833,SUNNY,13,1015.917323,19,62,Surface Irrigation,24.13189176,On
TOMATO,DRY,SEMI HUMID,41.50678239,SUNNY,9.36,1012.707792,19,43,Drip Irrigation,29.38722128,On
SUGARCANE,WET,DESERT,46.81802491,NORMAL,9.4,1003.34853,1,25,Manual Irrigation,3.566584187,On
MAIZE,HUMID,SEMI ARID,36.23267876,NORMAL,6.14,1010.58597,32,66,Manual Irrigation,49.68717148,On
RICE,WET,DESERT,19.51361469,SUNNY,11.5,1006.784535,11,41,Manual Irrigation,14.29240328,On
RICE,WET,SEMI HUMID,45.60455198,NORMAL,9.5,1012.151439,47,24,Manual Irrigation,15.29826134,On
BANANA,DRY,SEMI HUMID,25.39642289,SUNNY,9.45,1024.792154,0,65,Drip Irrigation,27.53646783,On
WHEAT,DRY,DESERT,44.22272894,RAINY,5.6,1000.85439,28,27,Manual Irrigation,33.55060823,On
COTTON,DRY,SEMI ARID,38.85719138,SUNNY,11.4,1007.257092,49,34,Manual Irrigation,26.60613822,On
BANANA,HUMID,HUMID,49.73119026,WINDY,6.2,1001.98124,41,70,Drip Irrigation,38.18087303,On
CABBAGE,HUMID,SEMI ARID,39.78398091,WINDY,6.5,1009.929672,32,28,Manual Irrigation,33.25058859,On
RICE,WET,HUMID,31.08308755,WINDY,7,1024.401958,25,14,Manual Irrigation,44.79821426,On
WHEAT,DRY,SEMI HUMID,32.95062008,SUNNY,11.9,1013.843206,30,59,Manual Irrigation,22.06481956,On
SOYABEAN,DRY,SEMI ARID,35.4487032,NORMAL,9.8,1019.011615,17,49,Sprinkler Irrigation,4.813882194,On
SUGARCANE,DRY,SEMI HUMID,37.25083642,WINDY,11.4,1015.593835,36,66,Manual Irrigation,13.08411217,On
COTTON,DRY,DESERT,36.69979534,SUNNY,12.25,1011.343844,25,57,Manual Irrigation,11.62904536,On
POTATO,HUMID,DESERT,46.08671319,SUNNY,11,1010.722186,29,51,Subsurface Irrigation,6.842282692,On
SUGARCANE,WET,HUMID,46.49627829,WINDY,6.48,1016.620194,42,18,Manual Irrigation,39.93474252,On
RICE,WET,HUMID,26.80448733,SUNNY,6.5,1001.301146,27,3,Manual Irrigation,38.58894112,On
SUGARCANE,WET,SEMI ARID,22.02629868,WINDY,7.25,1009.922199,2,22,Manual Irrigation,45.24382716,On
WHEAT,HUMID,DESERT,28.26934172,NORMAL,9.1,1016.088803,14,21,Manual Irrigation,11.52057679,On
SUGARCANE,DRY,DESERT,18.29499632,WINDY,11.54,1001.114251,10,97,Manual Irrigation,15.33693871,On
RICE,WET,HUMID,30.13029876,NORMAL,6,1011.083008,8,6,Manual Irrigation,49.6472107,On
CITRUS,DRY,DESERT,46.11026507,WINDY,9.6,1013.890429,20,20,Sprinkler Irrigation,15.90463492,On
OTHER,HUMID,SEMI ARID,20.07822055,SUNNY,9.6,1019.598132,16,24,Manual Irrigation,10.60877103,On
BANANA,HUMID,SEMI ARID,40.14495345,SUNNY,10.42,1001.151729,30,108,Sprinkler Irrigation,7.306336298,On
WHEAT,HUMID,DESERT,26.81776852,SUNNY,10.6,1002.200151,32,62,Manual Irrigation,13.19564488,On
SUGARCANE,WET,SEMI ARID,15.59556832,SUNNY,6.8,1008.89055,4,3,Manual Irrigation,49.88205201,On
WHEAT,DRY,SEMI ARID,28.59949014,SUNNY,12.2,1007.774326,2,66,Surface Irrigation,2.934491564,On
SUGARCANE,DRY,SEMI ARID,49.51465978,SUNNY,14,1022.099944,20,85,Surface Irrigation,20.90492137,On
WHEAT,DRY,SEMI HUMID,21.15376452,WINDY,10.5,1015.669595,41,59,Manual Irrigation,25.72001029,On
SUGARCANE,WET,HUMID,36.63318869,SUNNY,5.98,1001.18958,23,11,Manual Irrigation,43.59107155,On
BANANA,WET,DESERT,45.43801745,SUNNY,9.65,1014.257813,45,84,Drip Irrigation,26.22055893,On
COTTON,HUMID,SEMI ARID,45.76037168,NORMAL,8.92,1019.043568,18,26,Manual Irrigation,42.08288206,On
WHEAT,DRY,DESERT,32.47391984,NORMAL,12.4,1002.812603,34,43,Surface Irrigation,10.93741816,On
WHEAT,DRY,HUMID,34.89122715,WINDY,9.85,1014.858293,5,20,Manual Irrigation,34.05532647,On
SUGARCANE,DRY,SEMI ARID,27.59592635,NORMAL,10.7,1012.175401,3,59,Manual Irrigation,32.15354419,On
MAIZE,DRY,DESERT,32.20720334,NORMAL,8.12,1020.713256,19,36,Manual Irrigation,49.93928063,On
BANANA,DRY,SEMI ARID,38.10219138,SUNNY,11.4,1017.778045,21,103,Sprinkler Irrigation,16.97427519,On
SUGARCANE,WET,SEMI ARID,34.94663485,WINDY,8.35,1008.577888,25,3,Manual Irrigation,39.76456941,On
RICE,DRY,HUMID,41.47934617,RAINY,6,1024.56631,40,18,Manual Irrigation,38.39523415,On
SUGARCANE,WET,SEMI ARID,34.94663485,WINDY,8.35,1008.577888,25,3,Manual Irrigation,39.76456941,On
POTATO,DRY,DESERT,14.30153654,SUNNY,10,1005.581385,42,20,Manual Irrigation,29.22756274,On
TOMATO,DRY,DESERT,46.43086356,SUNNY,10.62,1014.74586,23,85,Sprinkler Irrigation,5.328528542,On
SUGARCANE,WET,SEMI HUMID,49.41907503,WINDY,8.05,1023.468747,29,10,Manual Irrigation,43.24387072,On
COTTON,DRY,HUMID,38.4157159,WINDY,8.6,1008.783898,38,9,Manual Irrigation,39.41596379,On
COTTON,HUMID,DESERT,41.07636414,SUNNY,11,1008.442769,12,51,Manual Irrigation,7.406824543,On
MAIZE,HUMID,DESERT,40.75452166,WINDY,8.68,1002.827493,5,61,Manual Irrigation,47.03710031,On
BEAN,DRY,HUMID,33.34996088,SUNNY,8,1006.301747,43,44,Manual Irrigation,38.07533715,On
RICE,WET,SEMI HUMID,22.63445582,NORMAL,7.5,1010.371171,48,30,Manual Irrigation,49.34138211,On
SUGARCANE,WET,SEMI HUMID,49.41907503,WINDY,8.05,1023.468747,29,10,Manual Irrigation,43.24387072,On
BANANA,HUMID,SEMI ARID,40.14495345,SUNNY,10.42,1001.151729,30,108,Sprinkler Irrigation,7.306336298,On
COTTON,DRY,SEMI ARID,38.85719138,SUNNY,11.4,1007.257092,49,34,Manual Irrigation,26.60613822,On
WHEAT,WET,SEMI HUMID,35.14285651,WINDY,7.06,1021.15298,36,17,Manual Irrigation,39.46275789,On
COTTON,DRY,SEMI ARID,48.14054232,WINDY,11.8,1023.572818,27,64,Manual Irrigation,22.5791177,On
WHEAT,DRY,HUMID,41.66909405,NORMAL,9.7,1004.104624,29,16,Manual Irrigation,24.94906329,On
BEAN,HUMID,SEMI HUMID,49.72415626,SUNNY,8.2,1014.161092,42,32,Manual Irrigation,33.95500955,On
MAIZE,WET,HUMID,43.74449847,WINDY,5.5,1006.198311,37,57,Manual Irrigation,38.73744701,On
POTATO,DRY,DESERT,48.19661879,NORMAL,11.6,1010.614315,6,61,Subsurface Irrigation,9.705059768,On
RICE,HUMID,HUMID,39.77343211,NORMAL,9,1005.690813,12,3,Manual Irrigation,42.28664172,On
RICE,WET,HUMID,31.08308755,WINDY,7,1024.401958,25,14,Manual Irrigation,44.79821426,On
MAIZE,WET,DESERT,44.64528868,SUNNY,8.1,1001.601088,10,47,Manual Irrigation,38.03495688,On
POTATO,WET,DESERT,49.96701514,WINDY,9.15,1005.783718,15,31,Manual Irrigation,18.79115617,On
WHEAT,HUMID,SEMI HUMID,33.34968067,WINDY,8.9,1001.991128,46,17,Manual Irrigation,34.56152136,On
MAIZE,DRY,SEMI ARID,40.89205706,NORMAL,8.58,1012.37457,33,62,Manual Irrigation,49.04479199,On
COTTON,HUMID,SEMI HUMID,38.8400526,NORMAL,6.5,1019.702973,39,14,Manual Irrigation,44.33499348,On
MAIZE,HUMID,DESERT,28.97025742,NORMAL,5.68,1003.963404,22,47,Manual Irrigation,40.77189233,On
RICE,DRY,HUMID,24.80322157,NORMAL,12,1000.964789,44,78,Manual Irrigation,21.92918219,On
